Gene,TSS,Phenotype,P Value,Gene Score,Hit Class,External
KDM4B,KDM4B,0.640557902,0.169534751,0.493704408,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=KDM4B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM4B)
DLX4,DLX4,-0.432403892,0.07222842,-0.493499053,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DLX4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLX4)
CLEC17A,CLEC17A,-0.476164596,0.09204544,-0.493305436,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CLEC17A+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLEC17A)
SRPX,SRPX,-0.603786707,0.152533068,-0.493073959,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SRPX+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRPX)
DDTL,DDTL,0.6383097,0.168869199,0.493062045,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DDTL+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DDTL)
C14orf93,C14orf93_P2,-1.824170551,0.536799319,-0.492869073,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=C14orf93+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=C14orf93)
FRA10AC1,FRA10AC1,0.94265167,0.300216213,0.492597578,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=FRA10AC1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=FRA10AC1)
DEFB133,DEFB133_ENST00000398721.2,1.037138861,0.335009388,0.492581865,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DEFB133+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DEFB133)
SETD1A,SETD1A,-1.117022484,0.36226634,-0.492575658,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SETD1A+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SETD1A)
RSL1D1,RSL1D1_P2,0.663664469,0.181110471,0.492476494,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RSL1D1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RSL1D1)
SFN,SFN,-0.638535961,0.169534751,-0.492146015,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SFN+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SFN)
LRIT1,LRIT1,-0.443444063,0.077775763,-0.491848519,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=LRIT1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRIT1)
VNN1,VNN1_P1,-0.672317462,0.185543915,-0.491836047,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=VNN1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=VNN1)
PKP1,PKP1,0.657269,0.178534599,0.491819674,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PKP1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKP1)
FAM205A,FAM205A,0.41610464,0.06578166,0.491792064,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=FAM205A+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM205A)
KRT9,KRT9,-0.697129883,0.197146713,-0.491623285,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=KRT9+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT9)
C14orf79,C14orf79,-2.025249462,0.571821069,-0.491608744,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=C14orf79+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=C14orf79)
GRB14,GRB14,-1.120009635,0.364113096,-0.491419572,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GRB14+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRB14)
IL1RL1,IL1RL1_P1,1.138235918,0.370094468,0.491362111,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=IL1RL1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1RL1)
LOC100130301,LOC100130301_001243237,1.249925709,0.404646726,0.491125771,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=LOC100130301+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC100130301)
HIBCH,HIBCH,-0.939977216,0.300320233,-0.491058581,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=HIBCH+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIBCH)
PRKCE,PRKCE,-0.55950823,0.132577344,-0.49098564,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PRKCE+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCE)
AMIGO1,AMIGO1,1.179640798,0.383536167,0.49095904,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=AMIGO1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMIGO1)
RPS25,RPS25,0.962643973,0.309083435,0.490875526,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RPS25+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS25)
HDGFL1,HDGFL1,-0.61453113,0.158975132,-0.490808073,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=HDGFL1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDGFL1)
YWHAG,YWHAG,0.803152137,0.244936936,0.49068236,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=YWHAG+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAG)
XKR4,XKR4,-0.487757285,0.098634653,-0.490669428,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=XKR4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=XKR4)
TMEM133,TMEM133_ENST00000303130.2,-0.65593601,0.178804648,-0.490391664,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TMEM133+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM133)
IL13,IL13_P2,-1.24837239,0.404979361,-0.490069941,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=IL13+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL13)
RAB37,RAB37,0.987134375,0.318959328,0.489879937,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RAB37+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB37)
PGAP2,PGAP2_P1,-1.580730025,0.489937052,-0.489804555,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PGAP2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGAP2)
CA1,CA1,-0.598421699,0.151976528,-0.489642686,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CA1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA1)
GYPE,GYPE,0.486689537,0.098634653,0.489595306,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GYPE+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GYPE)
XK,XK,-0.722492279,0.210149235,-0.489468423,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=XK+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=XK)
NT5C1B-RDH14,NT5C1B-RDH14,-0.739711828,0.217929488,-0.489455481,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NT5C1B-RDH14+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NT5C1B-RDH14)
CCR6,CCR6_ENST00000400926.2,1.009377422,0.327438274,0.489417394,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CCR6+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR6)
CACNG2,CACNG2,-0.404828886,0.061861908,-0.489266754,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CACNG2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNG2)
GALNTL5,GALNTL5,0.668556617,0.185543915,0.489084789,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GALNTL5+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNTL5)
DPCR1,DPCR1,-0.642817968,0.17350019,-0.488991657,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DPCR1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPCR1)
IPCEF1,IPCEF1,0.555788062,0.131921392,0.488918296,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=IPCEF1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=IPCEF1)
ESYT2,ESYT2,-1.105711986,0.361298027,-0.488873316,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ESYT2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESYT2)
AFAP1L1,AFAP1L1,0.89728087,0.285227285,0.488846633,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=AFAP1L1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFAP1L1)
RNF103-CHMP3,RNF103-CHMP3_ENST00000604011.1,-1.474593368,0.46614008,-0.48880345,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RNF103-CHMP3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF103-CHMP3)
ALDOC,ALDOC,0.49831019,0.104628551,0.488518291,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ALDOC+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDOC)
ZNF624,ZNF624,0.925364327,0.29663177,0.488390947,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ZNF624+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF624)
IFT57,IFT57,0.974642575,0.315579103,0.488190438,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=IFT57+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFT57)
FSD1,FSD1,0.70120512,0.201318166,0.488120829,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=FSD1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=FSD1)
CCDC155,CCDC155,-1.005055587,0.326992537,-0.487916456,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CCDC155+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC155)
HFM1,HFM1,-0.956559507,0.309083435,-0.487772908,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=HFM1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=HFM1)
NUDT1,NUDT1,-0.469916578,0.0916273,-0.487761711,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NUDT1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDT1)
C22orf39,C22orf39,1.632636965,0.502890334,0.487385745,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=C22orf39+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=C22orf39)
RALGPS2,RALGPS2,0.349865305,0.040455918,0.487368646,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RALGPS2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RALGPS2)
EEF2K,EEF2K,-0.555113517,0.132577344,-0.487129144,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=EEF2K+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=EEF2K)
NOX1,NOX1,0.679177317,0.191952401,0.486838682,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NOX1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOX1)
NUDC,NUDC,-2.846824483,0.674529679,-0.486803961,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NUDC+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDC)
DNAH2,DNAH2,-0.640451974,0.17394991,-0.486471815,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DNAH2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAH2)
SKIV2L,SKIV2L,-0.340289474,0.037214874,-0.486370112,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SKIV2L+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SKIV2L)
ZNF396,ZNF396,0.850959266,0.268217095,0.486334747,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ZNF396+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF396)
MPP5,MPP5,0.979779628,0.319023526,0.4861444,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MPP5+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPP5)
CNOT7,CNOT7,-0.313680525,0.02819851,-0.48613387,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CNOT7+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNOT7)
DNAL1,DNAL1,-0.575613424,0.143103229,-0.48601952,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DNAL1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAL1)
ONECUT1,ONECUT1,0.687859969,0.196659929,0.485824575,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ONECUT1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ONECUT1)
ZNF333,ZNF333,-0.738864409,0.220112475,-0.485696467,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ZNF333+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF333)
ANXA2R,ANXA2R,1.48155915,0.47014838,0.485603318,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ANXA2R+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA2R)
C20orf78,C20orf78,1.464915846,0.46614008,0.485595511,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=C20orf78+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=C20orf78)
TMEM63B,TMEM63B,1.723005701,0.522805918,0.485300933,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TMEM63B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM63B)
RAB44,RAB44_ENST00000229824.8,0.477283189,0.096225547,0.485258405,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=RAB44+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB44)
ITGB8,ITGB8,0.558398112,0.135220745,0.485223767,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ITGB8+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB8)
NDUFS3,NDUFS3,-0.464292259,0.090170727,-0.485154967,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NDUFS3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS3)
SPRR2D,SPRR2D,0.672274243,0.190031644,0.484826756,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SPRR2D+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPRR2D)
IGFLR1,IGFLR1_P2,-0.722221105,0.213184634,-0.484786657,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=IGFLR1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFLR1)
HESX1,HESX1_P2,0.489709737,0.102342876,0.484784425,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=HESX1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=HESX1)
CGB1,CGB1,-0.766008926,0.232933633,-0.484705783,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CGB1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CGB1)
CGB8,CGB8_P1,-0.766008926,0.232933633,-0.484705783,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CGB8+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CGB8)
TRIM6,TRIM6,-0.466270135,0.091335282,-0.484623192,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TRIM6+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM6)
PCMTD1,PCMTD1,1.414002928,0.454229778,0.484613303,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PCMTD1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCMTD1)
COL23A1,COL23A1,-0.47435112,0.095294441,-0.484280442,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=COL23A1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL23A1)
NRSN1,NRSN1,-0.870153301,0.277637453,-0.484259411,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NRSN1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRSN1)
SLC9A7,SLC9A7,-0.379948671,0.053152909,-0.484234307,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SLC9A7+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC9A7)
FOXK1,FOXK1,-0.519589723,0.116995604,-0.484169528,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=FOXK1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXK1)
TRAM1L1,TRAM1L1,1.963248917,0.566892651,0.483939234,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TRAM1L1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAM1L1)
MTF1,MTF1,-0.630837161,0.170970913,-0.483901162,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MTF1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTF1)
MIB2,MIB2,-0.520271047,0.117558243,-0.4837204,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=MIB2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIB2)
TRAPPC4,TRAPPC4,-1.029090077,0.338880625,-0.483624237,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TRAPPC4+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAPPC4)
FLT3,FLT3,-1.124926359,0.371918619,-0.483214456,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=FLT3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLT3)
DLX1,DLX1,-0.279316,0.018632908,-0.483138295,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=DLX1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLX1)
P4HA3,P4HA3,-0.543015766,0.129226577,-0.482549962,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=P4HA3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=P4HA3)
BLID,BLID_ENST00000560104.1,0.580457269,0.14748884,0.482499787,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=BLID+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLID)
URGCP,URGCP_P1,-0.707903117,0.208320589,-0.482271604,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=URGCP+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=URGCP)
URGCP-MRPS24,URGCP-MRPS24,-0.707903117,0.208320589,-0.482271604,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=URGCP-MRPS24+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=URGCP-MRPS24)
WNT2B,WNT2B,-1.269571418,0.417131147,-0.482091029,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=WNT2B+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT2B)
ALKBH5,ALKBH5,-1.281975086,0.420815656,-0.481904834,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ALKBH5+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALKBH5)
STK36,STK36,0.628047459,0.170970913,0.481761243,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=STK36+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=STK36)
HCRTR1,HCRTR1,0.627683069,0.17089247,0.481606827,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=HCRTR1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCRTR1)
PRDX6,PRDX6,0.867443256,0.278645356,0.481386065,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PRDX6+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDX6)
ALX1,ALX1,-0.659257891,0.186344636,-0.481049345,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ALX1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALX1)
TTC12,TTC12,1.4841692,0.474175646,0.480960992,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TTC12+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC12)
TBCK,TBCK,-0.515883113,0.116995604,-0.480715596,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TBCK+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBCK)
CHD1,CHD1,0.500966848,0.109763573,0.480698614,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CHD1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHD1)
SERINC2,SERINC2,0.217762891,0.006212197,0.480549296,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SERINC2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERINC2)
TMEM33,TMEM33,0.453532583,0.087197171,0.480516686,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=TMEM33+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM33)
PCDHA1,PCDHA1,-1.516998203,0.482286744,-0.480425253,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=PCDHA1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDHA1)
BCL2L10,BCL2L10,0.874953928,0.28248205,0.480357706,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=BCL2L10+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2L10)
ANAPC1,ANAPC1,-0.968114061,0.319023526,-0.480356211,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ANAPC1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANAPC1)
CD44,CD44,0.676895218,0.195180045,0.480300875,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CD44+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD44)
ME2,ME2,-0.440750966,0.081487736,-0.479937143,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ME2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ME2)
GCNT2,GCNT2_P1,-0.80977641,0.255551407,-0.479810114,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GCNT2+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCNT2)
KRTAP26-1,KRTAP26-1,0.805979974,0.254058385,0.479611656,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=KRTAP26-1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRTAP26-1)
NPVF,NPVF,0.35054324,0.042870856,0.47948631,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=NPVF+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPVF)
HIF3A,HIF3A_P1,-0.449437009,0.085740435,-0.479465835,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=HIF3A+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=HIF3A)
CLSPN,CLSPN,3.038481792,0.695450606,0.479271007,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CLSPN+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLSPN)
ERBB3,ERBB3,0.898746905,0.292973734,0.479186067,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=ERBB3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERBB3)
GALR3,GALR3_ENST00000249041.2,1.647941348,0.512065927,0.479013903,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=GALR3+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALR3)
CARKD,CARKD,-0.667246508,0.191689669,-0.478683507,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=CARKD+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARKD)
SMDT1,SMDT1,-0.53716773,0.12853877,-0.478598108,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=SMDT1+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMDT1)
EPGN,EPGN,0.858231814,0.276959757,0.478535753,Non-Hit,[NCBI](https://www.ncbi.nlm.nih.gov/gene/?term=EPGN+human) [GeneCards](https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPGN)
